Dorsal,Nombre,Posicion,Altura,Ano_de_nacimiento,Alcance_en_ataque,Alcance_en_bloqueo,id_jugador,temporada,id_equipo
13,Calzon Algaba Francisco Jose,Middle-blocker,198.0,1992,330.0,350.0,196-2020-2021,2020-2021,13-2020-2021
17,Dimitrov Rangelov Martin,Opuesto,196.0,1999,328.0,342.0,197-2020-2021,2020-2021,13-2020-2021
18,Rodriguez Rubio Aurelio,Middle-blocker,193.0,2000,322.0,337.0,198-2020-2021,2020-2021,13-2020-2021
21,Bermudez Castanheira Lucas,Colocador/a,0.0,1999,0.0,0.0,199-2020-2021,2020-2021,13-2020-2021
22,Lopez Trancoso Oscar,Receptor,186.0,1985,0.0,0.0,200-2020-2021,2020-2021,13-2020-2021
1,Garcia Taibo Javier,Receptor,200.0,2000,330.0,316.0,1-2019-2020,2019-2020,1-2019-2020
2,Linares Palmas Luis,Middle-blocker,197.0,1995,340.0,330.0,2-2019-2020,2019-2020,1-2019-2020
3,Bouza Ferreiro Victor,Receptor,187.0,1990,330.0,320.0,3-2019-2020,2019-2020,1-2019-2020
6,De Mello Hernandez Felipe,Colocador/a,194.0,1994,340.0,320.0,4-2019-2020,2019-2020,1-2019-2020
7,Herrero Font Jordi,Libero,182.0,1977,310.0,300.0,5-2019-2020,2019-2020,1-2019-2020
9,Lopez Garcia Ruben,Middle-blocker,200.0,1999,345.0,330.0,6-2019-2020,2019-2020,1-2019-2020
10,Dovale Fidalgo Mario,Libero,185.0,0,320.0,310.0,7-2019-2020,2019-2020,1-2019-2020
11,Villar Alvarez Pablo,Colocador/a,180.0,2002,320.0,310.0,8-2019-2020,2019-2020,1-2019-2020
12,Garcia Ibanez Adrian,Receptor,187.0,0,330.0,310.0,9-2019-2020,2019-2020,1-2019-2020
13,Knigge Matthew,Middle-blocker,202.0,1996,345.0,335.0,10-2019-2020,2019-2020,1-2019-2020
17,Gimenez Hernandez Jose Maria,Receptor,188.0,1995,340.0,320.0,11-2019-2020,2019-2020,1-2019-2020
19,Martin Herrero Luis,Opuesto,185.0,1996,340.0,320.0,12-2019-2020,2019-2020,1-2019-2020
20,Larranaga Ledo Unai,Libero,178.0,2000,320.0,310.0,13-2019-2020,2019-2020,1-2019-2020
2,Parres Morales Manuel,Middle-blocker,203.0,1984,0.0,0.0,14-2019-2020,2019-2020,2-2019-2020
3,Rodriguez Perez Victor,Receptor,201.0,0,0.0,0.0,15-2019-2020,2019-2020,2-2019-2020
5,Jukoski Da Silva Pedro H.,Colocador/a,193.0,1995,0.0,0.0,16-2019-2020,2019-2020,2-2019-2020
7,Ramon Ferragut Jordi,Receptor,189.0,0,0.0,0.0,17-2019-2020,2019-2020,2-2019-2020
8,Martin Perez Cesar,Colocador/a,189.0,1995,0.0,0.0,18-2019-2020,2019-2020,2-2019-2020
9,Bugallo Sanchez Pablo,Middle-blocker,197.0,1991,0.0,0.0,19-2019-2020,2019-2020,2-2019-2020
10,Ruiz Daniel,Receptor,193.0,1995,0.0,0.0,20-2019-2020,2019-2020,2-2019-2020
11,Caparros Guarido Arnau,Opuesto,202.0,1999,0.0,0.0,21-2019-2020,2019-2020,2-2019-2020
13,Martinez Garcia Pablo,Receptor,193.0,2002,0.0,0.0,22-2019-2020,2019-2020,2-2019-2020
14,Plak Fabian,Middle-blocker,197.0,1997,0.0,0.0,23-2019-2020,2019-2020,2-2019-2020
17,Igual Rabanete Javier,Libero,180.0,2002,0.0,0.0,24-2019-2020,2019-2020,2-2019-2020
18,Gamiz Padilla Aaron,Libero,182.0,1988,0.0,0.0,25-2019-2020,2019-2020,2-2019-2020
19,Gavenda Filip,Opuesto,202.0,1996,0.0,0.0,26-2019-2020,2019-2020,2-2019-2020
21,Ereu Thomas,Receptor,194.0,1979,0.0,0.0,27-2019-2020,2019-2020,2-2019-2020
2,Palomares Medina Sergio,Receptor,182.0,2000,0.0,0.0,28-2019-2020,2019-2020,3-2019-2020
4,Cabrer Gomila Joan Francsesc,Receptor,192.0,1994,0.0,0.0,29-2019-2020,2019-2020,3-2019-2020
5,Lorente Camacho Ruben,Colocador/a,187.0,1998,0.0,0.0,30-2019-2020,2019-2020,3-2019-2020
7,Costa Viana Joao Victor,Receptor,196.0,1996,0.0,0.0,31-2019-2020,2019-2020,3-2019-2020
8,Vanole Thiago,Receptor,0.0,1994,0.0,0.0,32-2019-2020,2019-2020,3-2019-2020
9,Lopez Alacio David,Middle-blocker,200.0,2000,0.0,0.0,33-2019-2020,2019-2020,3-2019-2020
10,Rey Juan Angel,Receptor,182.0,1985,0.0,0.0,34-2019-2020,2019-2020,3-2019-2020
11,Catala Garcies Andreu,Libero,184.0,1995,0.0,0.0,35-2019-2020,2019-2020,3-2019-2020
13,Marques de Oliveira Renato,Middle-blocker,206.0,1988,0.0,0.0,36-2019-2020,2019-2020,3-2019-2020
14,Palacios Pascual Pedro,Colocador/a,194.0,1985,0.0,0.0,37-2019-2020,2019-2020,3-2019-2020
15,Mesquida Pomar Francesc,Receptor,194.0,1994,0.0,0.0,38-2019-2020,2019-2020,3-2019-2020
17,Guimaraes Martins Rafael,Middle-blocker,205.0,1991,0.0,0.0,39-2019-2020,2019-2020,3-2019-2020
18,Gibanel Galmes Sebastia,Receptor,183.0,2000,0.0,0.0,40-2019-2020,2019-2020,3-2019-2020
20,Armesto Lucas,Middle-blocker,0.0,1984,0.0,0.0,41-2019-2020,2019-2020,3-2019-2020
21,Rodriguez Dosal Angel,Opuesto,200.0,1995,0.0,0.0,42-2019-2020,2019-2020,3-2019-2020
1,Mohamed Mohamed Faisal,Receptor,0.0,1994,0.0,0.0,43-2019-2020,2019-2020,4-2019-2020
2,El Hajame El Mahdi,Colocador/a,0.0,1994,0.0,0.0,44-2019-2020,2019-2020,4-2019-2020
3,Campelo Nogueira Gustavo,Colocador/a,0.0,1995,0.0,0.0,45-2019-2020,2019-2020,4-2019-2020
4,Lopez Sabio Alejandro,Colocador/a,0.0,2001,0.0,0.0,46-2019-2020,2019-2020,4-2019-2020
5,Ouyachi Hamza,Middle-blocker,0.0,2000,0.0,0.0,47-2019-2020,2019-2020,4-2019-2020
6,El Mesaoudi Sufian,Receptor,0.0,2003,0.0,0.0,48-2019-2020,2019-2020,4-2019-2020
7,Tahiri El Aissati Mikael,Opuesto,0.0,1997,0.0,0.0,49-2019-2020,2019-2020,4-2019-2020
8,Azmi Mohamed Ilias,0,0.0,2000,0.0,0.0,50-2019-2020,2019-2020,4-2019-2020
10,Dos Santos Carlos Antonio,Middle-blocker,0.0,1990,0.0,0.0,51-2019-2020,2019-2020,4-2019-2020
13,Alcober Aleman Francisco,Libero,0.0,1983,0.0,0.0,52-2019-2020,2019-2020,4-2019-2020
14,En Nakhai Mohamed,Middle-blocker,0.0,1998,0.0,0.0,53-2019-2020,2019-2020,4-2019-2020
15,Fernandez Rodriguez Francisco,Receptor,0.0,1996,0.0,0.0,54-2019-2020,2019-2020,4-2019-2020
17,Palharini Marlon,Receptor,0.0,1984,0.0,0.0,55-2019-2020,2019-2020,4-2019-2020
19,Bastos Silveira Alison,Opuesto,0.0,1995,0.0,0.0,56-2019-2020,2019-2020,4-2019-2020
0,Silva Nascimiento Igor Iuri,Middle-blocker,0.0,1993,0.0,0.0,57-2019-2020,2019-2020,5-2019-2020
1,Villarreal Soltau Esteban Alberto,Colocador/a,193.0,1997,330.0,0.0,58-2019-2020,2019-2020,5-2019-2020
2,Salvador Esteban Manuel,Receptor,197.0,1986,328.0,0.0,59-2019-2020,2019-2020,5-2019-2020
4,Sevillano Canals Manuel,Libero,194.0,1981,325.0,0.0,60-2019-2020,2019-2020,5-2019-2020
5,Mendez Jimenez Victor,Middle-blocker,198.0,1997,335.0,0.0,61-2019-2020,2019-2020,5-2019-2020
6,Prades Carnicer Oscar,Receptor,189.0,0,330.0,0.0,62-2019-2020,2019-2020,5-2019-2020
7,Perez Jaime,Colocador/a,194.0,1985,318.0,0.0,63-2019-2020,2019-2020,5-2019-2020
8,Martin Vela Daniel,Receptor,182.0,2003,320.0,0.0,64-2019-2020,2019-2020,5-2019-2020
9,Villalba Zamorano Jose,Receptor,192.0,2000,338.0,0.0,65-2019-2020,2019-2020,5-2019-2020
10,Colito Lopes Augusto Renato,Opuesto,197.0,0,360.0,0.0,66-2019-2020,2019-2020,5-2019-2020
13,Frias Collado Juan Francisco,Middle-blocker,198.0,2000,338.0,0.0,67-2019-2020,2019-2020,5-2019-2020
16,Salas del Amo Alberto,Middle-blocker,194.0,1984,335.0,0.0,68-2019-2020,2019-2020,5-2019-2020
17,Izquierdo Marin Marcos Javier,Receptor,184.0,1999,316.0,0.0,69-2019-2020,2019-2020,5-2019-2020
18,Graells Oficial Albert,Middle-blocker,198.0,1995,337.0,0.0,70-2019-2020,2019-2020,5-2019-2020
22,San Martin Rodriguez Alejandro,Receptor,198.0,1994,306.0,0.0,71-2019-2020,2019-2020,5-2019-2020
3,Grossi Anderson,Middle-blocker,204.0,1994,0.0,0.0,72-2019-2020,2019-2020,6-2019-2020
4,Linares Jose Luis,Opuesto,192.0,1998,0.0,0.0,73-2019-2020,2019-2020,6-2019-2020
5,Pascual Jorge,Middle-blocker,195.0,2000,0.0,0.0,74-2019-2020,2019-2020,6-2019-2020
6,Rivera Jefferson,Middle-blocker,198.0,1990,0.0,0.0,75-2019-2020,2019-2020,6-2019-2020
7,Lersch Vinicius,Receptor,192.0,1997,0.0,0.0,76-2019-2020,2019-2020,6-2019-2020
8,Herrera Allepuz Daniel,Colocador/a,178.0,1990,0.0,0.0,77-2019-2020,2019-2020,6-2019-2020
9,Loeches Buitrago Guillermo,Colocador/a,185.0,1996,0.0,0.0,78-2019-2020,2019-2020,6-2019-2020
10,Henriquez Medina Jose Carlos,Libero,186.0,1997,0.0,0.0,79-2019-2020,2019-2020,6-2019-2020
11,Blasco Regueira Alejandro,Receptor,188.0,1993,0.0,0.0,80-2019-2020,2019-2020,6-2019-2020
14,Espelt Nacho,Receptor,192.0,1997,0.0,0.0,81-2019-2020,2019-2020,6-2019-2020
17,Dimitrov Rangelov Martin,Opuesto,196.0,1999,0.0,0.0,82-2019-2020,2019-2020,6-2019-2020
0,Soriano Cortes Jorge,0,0.0,1988,0.0,0.0,83-2019-2020,2019-2020,7-2019-2020
1,Fernandez Rojas Alejandro,Libero,185.0,1987,0.0,0.0,84-2019-2020,2019-2020,7-2019-2020
2,Hage Guillerme,Receptor,200.0,1988,0.0,0.0,85-2019-2020,2019-2020,7-2019-2020
6,Diedhiou Pascal Jean,Middle-blocker,210.0,1993,0.0,0.0,86-2019-2020,2019-2020,7-2019-2020
7,Almansa Jorge,Receptor,195.0,1991,0.0,0.0,87-2019-2020,2019-2020,7-2019-2020
10,Viciana Victor,Colocador/a,187.0,1983,0.0,0.0,88-2019-2020,2019-2020,7-2019-2020
11,Ferrera Garcia Mario,Receptor,187.0,1987,0.0,0.0,89-2019-2020,2019-2020,7-2019-2020
12,Casimiro Antonio,Libero,185.0,1996,0.0,0.0,90-2019-2020,2019-2020,7-2019-2020
14,Sanchez Ignacio,Colocador/a,193.0,1991,0.0,0.0,91-2019-2020,2019-2020,7-2019-2020
15,Iribarne Fernandez Francisco Javier,Receptor,198.0,1998,0.0,0.0,92-2019-2020,2019-2020,7-2019-2020
16,Kukartsev Pavel,Opuesto,203.0,1992,0.0,0.0,93-2019-2020,2019-2020,7-2019-2020
17,Baranov Dimitri Nikolayevic,Middle-blocker,202.0,1994,0.0,0.0,94-2019-2020,2019-2020,7-2019-2020
21,Pei-Hung Huang,Colocador/a,0.0,1990,0.0,0.0,95-2019-2020,2019-2020,7-2019-2020
22,Amado Nicholas Jay,Middle-blocker,198.0,1995,0.0,0.0,96-2019-2020,2019-2020,7-2019-2020
1,Da Cruz Neto Walter,Middle-blocker,202.0,1989,0.0,0.0,97-2019-2020,2019-2020,8-2019-2020
2,Perini de Aviz Ricardo,Colocador/a,188.0,1984,0.0,0.0,98-2019-2020,2019-2020,8-2019-2020
4,Llado Casellas Juan,Receptor,188.0,2000,0.0,0.0,99-2019-2020,2019-2020,8-2019-2020
5,Carinelli Martin,Libero,187.0,1984,0.0,0.0,100-2019-2020,2019-2020,8-2019-2020
6,Bernal Bravo Abel,Middle-blocker,203.0,1981,0.0,0.0,101-2019-2020,2019-2020,8-2019-2020
8,Gallego Sanchez Miguel,Colocador/a,185.0,1982,0.0,0.0,102-2019-2020,2019-2020,8-2019-2020
9,Jimenez Gallego Carlos,Receptor,193.0,1995,0.0,0.0,103-2019-2020,2019-2020,8-2019-2020
10,Chourio Gonzalez Anderson Jose,Opuesto,195.0,1986,0.0,0.0,104-2019-2020,2019-2020,8-2019-2020
11,Cairus Renzo,Receptor,192.0,1990,0.0,0.0,105-2019-2020,2019-2020,8-2019-2020
14,Osorio Recorda Gerard,Opuesto,198.0,1993,0.0,0.0,106-2019-2020,2019-2020,8-2019-2020
15,Reyes Borja,Libero,180.0,1998,0.0,0.0,107-2019-2020,2019-2020,8-2019-2020
21,Del Carmen Barbara Gabriel,Receptor,190.0,1994,0.0,0.0,108-2019-2020,2019-2020,8-2019-2020
3,Ramirez Chueca Sergio,Colocador/a,192.0,1994,328.0,312.0,109-2019-2020,2019-2020,9-2019-2020
4,Borges Arthur,Opuesto,193.0,1988,343.0,333.0,110-2019-2020,2019-2020,9-2019-2020
6,Putini Filho Pedro Luiz,Colocador/a,184.0,1990,318.0,298.0,111-2019-2020,2019-2020,9-2019-2020
7,Sanchez Cano Victor,Libero,185.0,1990,320.0,314.0,112-2019-2020,2019-2020,9-2019-2020
8,Moses Edwin Julian,Receptor,193.0,1995,343.0,335.0,113-2019-2020,2019-2020,9-2019-2020
9,Abdelhedi Yassine,Receptor,206.0,1999,352.0,335.0,114-2019-2020,2019-2020,9-2019-2020
10,Fernandez Martinez Francisco Jose,Libero,178.0,1995,320.0,314.0,115-2019-2020,2019-2020,9-2019-2020
12,Ewert Jordan Matthew,Receptor,193.0,1997,340.0,330.0,116-2019-2020,2019-2020,9-2019-2020
14,Sugranes Martinez Jose Miguel,Middle-blocker,199.0,1985,350.0,335.0,117-2019-2020,2019-2020,9-2019-2020
15,Nassini Hidalgo Stefano,Middle-blocker,193.0,1987,350.0,335.0,118-2019-2020,2019-2020,9-2019-2020
16,Monteagudo del Pueblo Joaquin,Middle-blocker,197.0,1996,338.0,328.0,119-2019-2020,2019-2020,9-2019-2020
18,Oliveira Wallaf,Opuesto,0.0,1998,0.0,0.0,120-2019-2020,2019-2020,9-2019-2020
20,Munoz Garrote Raul,Receptor,0.0,1991,0.0,0.0,121-2019-2020,2019-2020,9-2019-2020
22,Murangwa Nelson,Opuesto,208.0,1993,350.0,335.0,122-2019-2020,2019-2020,9-2019-2020
1,Mena Suarez Alejandro,Receptor,195.0,1992,0.0,0.0,123-2019-2020,2019-2020,10-2019-2020
3,De Carvalho Furtado Carlos Manuel,Middle-blocker,200.0,1995,0.0,0.0,124-2019-2020,2019-2020,10-2019-2020
4,Artiles Sosa Ruiman,Receptor,192.0,1987,0.0,0.0,125-2019-2020,2019-2020,10-2019-2020
5,Dos Santos Cezar Moises,Middle-blocker,207.0,1983,0.0,0.0,126-2019-2020,2019-2020,10-2019-2020
6,Santana Figuerroa Eben Ezar,Libero,180.0,1993,0.0,0.0,127-2019-2020,2019-2020,10-2019-2020
7,Sanchez Carreres Javier,Colocador/a,192.0,1996,0.0,0.0,128-2019-2020,2019-2020,10-2019-2020
8,Socorro Arbelo Aaron,Colocador/a,192.0,1993,0.0,0.0,129-2019-2020,2019-2020,10-2019-2020
9,Khripun Aleksander,Opuesto,205.0,1998,0.0,0.0,130-2019-2020,2019-2020,10-2019-2020
12,Monfort Minaya Javier,Receptor,0.0,1990,0.0,0.0,131-2019-2020,2019-2020,10-2019-2020
13,Caraballi Delgado Cristian,Middle-blocker,202.0,1999,0.0,0.0,132-2019-2020,2019-2020,10-2019-2020
14,Rodriguez Arabisen,Receptor,191.0,1995,0.0,0.0,133-2019-2020,2019-2020,10-2019-2020
15,Ocampo Ulloa Matias,Colocador/a,189.0,1995,0.0,0.0,134-2019-2020,2019-2020,10-2019-2020
17,Biliato Luca,Opuesto,179.0,1993,0.0,0.0,135-2019-2020,2019-2020,10-2019-2020
20,Hister Marcelo,Receptor,198.0,1991,0.0,0.0,136-2019-2020,2019-2020,10-2019-2020
0,Garcia Toribio Pedro Luis,Receptor,0.0,1990,0.0,0.0,137-2019-2020,2019-2020,11-2019-2020
1,castano Barbera Antonio Angel,Libero,188.0,1992,0.0,0.0,138-2019-2020,2019-2020,11-2019-2020
2,Monfort Minaya Javier,Receptor,192.0,1990,340.0,320.0,139-2019-2020,2019-2020,11-2019-2020
3,Mompean Cabezas Jorge,Receptor,183.0,1997,0.0,0.0,140-2019-2020,2019-2020,11-2019-2020
4,Roca Penalva Jaime,Libero,187.0,1994,0.0,0.0,141-2019-2020,2019-2020,11-2019-2020
6,Ruiz Ruiz Angel,Colocador/a,193.0,1999,0.0,0.0,142-2019-2020,2019-2020,11-2019-2020
7,Lorenzo Martinez Pablo,Opuesto,188.0,1994,335.0,325.0,143-2019-2020,2019-2020,11-2019-2020
8,Poletto Eder,Opuesto,191.0,1986,0.0,0.0,144-2019-2020,2019-2020,11-2019-2020
9,Ferrandez Roca Francisco,Colocador/a,187.0,1984,0.0,0.0,145-2019-2020,2019-2020,11-2019-2020
10,Cabrera Martinez Jose Vicente,Middle-blocker,192.0,1992,345.0,325.0,146-2019-2020,2019-2020,11-2019-2020
11,Herrera Moya Fernando,Middle-blocker,190.0,1993,0.0,0.0,147-2019-2020,2019-2020,11-2019-2020
12,Soto Perez Mario,Receptor,188.0,1999,0.0,0.0,148-2019-2020,2019-2020,11-2019-2020
14,Miralles Nyrelius Pedro,Receptor,191.0,1978,330.0,320.0,149-2019-2020,2019-2020,11-2019-2020
16,Serna Sanchez Juan,Middle-blocker,194.0,1997,330.0,325.0,150-2019-2020,2019-2020,11-2019-2020
17,Kamenov Jivkov Zdravko,Colocador/a,189.0,1989,0.0,0.0,151-2019-2020,2019-2020,11-2019-2020
20,Lopez Martinez Andres,Middle-blocker,188.0,1990,0.0,0.0,152-2019-2020,2019-2020,11-2019-2020
1,Barcena Mattera Maximo,Libero,177.0,1989,0.0,0.0,153-2019-2020,2019-2020,12-2019-2020
2,Soteldo Francisco Jose,Colocador/a,196.0,1986,0.0,0.0,154-2019-2020,2019-2020,12-2019-2020
3,Lopez Lopez Cesar,Receptor,185.0,1993,0.0,0.0,155-2019-2020,2019-2020,12-2019-2020
4,Jovanovic Milan,Colocador/a,195.0,1996,0.0,0.0,156-2019-2020,2019-2020,12-2019-2020
5,Lopez Saiz Yago,Receptor,184.0,2003,0.0,0.0,157-2019-2020,2019-2020,12-2019-2020
7,Gryuk Mykhailovych Oleksandr,Opuesto,198.0,1993,0.0,0.0,158-2019-2020,2019-2020,12-2019-2020
8,Osado Carrasco Jose,Libero,176.0,1997,0.0,0.0,159-2019-2020,2019-2020,12-2019-2020
9,Blanco Couce Marcos,Receptor,197.0,1996,0.0,0.0,160-2019-2020,2019-2020,12-2019-2020
10,Pujol Feixas Ramon,Middle-blocker,196.0,1987,0.0,0.0,161-2019-2020,2019-2020,12-2019-2020
11,Fernandez Lopez Fernando,Middle-blocker,198.0,1997,0.0,0.0,162-2019-2020,2019-2020,12-2019-2020
12,Corona Mediavilla Fabian,Middle-blocker,185.0,2003,0.0,0.0,163-2019-2020,2019-2020,12-2019-2020
13,Calzon Algaba Francisco Jose,Middle-blocker,198.0,1992,0.0,0.0,164-2019-2020,2019-2020,12-2019-2020
14,Rojas Guevara Andy,Receptor,197.0,1977,0.0,0.0,165-2019-2020,2019-2020,12-2019-2020
15,Hoyuela Rojas Manuel,Colocador/a,171.0,2003,0.0,0.0,166-2019-2020,2019-2020,12-2019-2020
17,Egusquiza Perez-Rasilla Miguel Angel,Colocador/a,195.0,1995,0.0,0.0,167-2019-2020,2019-2020,12-2019-2020
21,Cheng-Yang Wu,Middle-blocker,187.0,1992,0.0,0.0,168-2019-2020,2019-2020,12-2019-2020
